X_PS,Y_PS,BED_filt,moho_calc_250,Lon,Lat
516722.373036888,1241895.24925981,393.542938232422,-40009.16304,22.5910054241984,-77.6660444014012
526508.781617131,1241895.24925981,410.013824462891,-40201.02288,22.9748013344404,-77.631552791982
536295.190197376,1241895.24925981,437.683441162109,-40377.49472,23.3564297273501,-77.5965156377428
546081.598777619,1241895.24925981,471.651397705078,-40533.83072,23.7358753394477,-77.560937712048
555868.007357863,1241895.24925981,502.042877197266,-40666.27456,24.1131238471485,-77.5248238075107
565654.415938108,1241895.24925981,521.698364257813,-40771.9704,24.4881618541816,-77.4881787336553
575440.824518352,1241895.24925981,532.308410644531,-40848.67472,24.8609768784177,-77.4510073146272
585227.233098597,1241895.24925981,545.1552734375,-40895.45072,25.2315573381466,-77.4133143869506
595013.641678841,1241895.24925981,576.60986328125,-40911.54672,25.5998925378436,-77.3751047973373
604800.050259085,1241895.24925981,641.350952148438,-40898.21488,25.9659726534655,-77.3363834005463
614586.458839329,1241895.24925981,746.449523925781,-40857.95104,26.3297887173142,-77.2971550572949
624372.867419574,1241895.24925981,888.057800292969,-40794.36736,26.6913326025063,-77.2574246322232
634159.275999817,1241895.24925981,1051.23120117188,-40711.02752,27.0505970070861,-77.2171969919113
643945.684580063,1241895.24925981,1212.95422363281,-40613.64784,27.4075754378184,-77.1764770029506
653732.093160306,1241895.24925981,1347.95471191406,-40508.25984,27.7622621936963,-77.1352695300699
663518.501740551,1241895.24925981,1435.79602050781,-40400.29616,28.1146523491999,-77.0935794343158
673304.910320794,1241895.24925981,1466.70593261719,-40296.89632,28.4647417373373,-77.0514115712871
683091.31890104,1241895.24925981,1443.88989257813,-40204.45664,28.8125269325035,-77.008770789426
692877.727481284,1241895.24925981,1381.86730957031,-40129.32864,29.1580052331851,-76.9656619283625
702664.136061528,1241895.24925981,1302.24755859375,-40077.0528,29.501174644545,-76.9220898173145
712450.544641772,1241895.24925981,1228.66247558594,-40052.84496,29.8420338609124,-76.8780592735429
722236.953222017,1241895.24925982,1181.375,-40060.45296,30.18058224821,-76.8335751008601
732023.361802262,1241895.24925982,1171.35034179688,-40102.95312,30.5168198263423,-76.7886420881938
